price.2025	price.2003	livingArea	lotSize	age	landValue.2003	pctCollege	fireplaces	rooms	heating	fuel	sewer	waterfront	newConstruction	centralAir	bedrooms	bathrooms
556404	256000	2353	0.83	27	14700	60	1	8	hot air	gas	septic	No	No	Yes	4	2.5
554352	245000	2038	1.54	28	17800	54	1	7	hot water/steam	gas	septic	No	No	No	4	2.5
312340	140000	1469	0.42	53	18500	60	0	9	hot air	gas	septic	No	No	Yes	3	1.5
392118	164000	1774	0.68	37	19900	54	0	7	hot air	gas	public/commercial	No	No	No	4	2
386875	182500	1296	0.38	72	14600	60	1	9	hot air	oil	septic	No	No	Yes	4	2
534433	325000	2463	0.8	155	18100	60	2	12	hot air	gas	septic	No	No	No	4	2.5
635637	352000	3126	1.95	23	49200	54	0	12	hot air	oil	septic	No	No	Yes	4	2.5
310845	154000	1182	0.34	70	13100	60	0	6	hot air	oil	septic	No	No	Yes	2	1
477904	202000	1944	2.07	33	500	36	1	7	hot air	oil	none	No	No	No	3	2.5
211787	116600	1056	1	33	34900	57	1	7	electric	electric	septic	No	No	No	3	2
420835	155000	1638	0.48	47	14400	57	0	5	hot air	oil	septic	No	No	No	3	2
663902	285558	2879	0.71	21	32000	54	0	8	hot air	gas	public/commercial	No	Yes	No	4	3
585813	273960	2158	3.47	22	20300	54	1	10	hot air	gas	septic	No	Yes	Yes	3	2.5
467430	185000	1336	0.55	32	19300	57	1	7	hot air	gas	public/commercial	No	No	Yes	3	2
493563	190000	1594	0.53	25	4200	54	0	6	hot air	gas	public/commercial	No	No	No	3	2.5
496632	171000	1603	0.54	32	18900	57	0	4	hot air	gas	public/commercial	No	No	Yes	3	1.5
605754	208000	2190	0.54	32	18900	57	0	11	hot air	gas	public/commercial	No	No	Yes	4	2.5
409484	168000	1478	0.32	31	10700	54	1	5	hot air	gas	public/commercial	No	No	Yes	3	2.5
386287	138500	1558	0.36	57	8000	54	1	6	hot air	gas	septic	No	No	Yes	3	1
444223	179900	1574	0.6	34	18300	54	1	7	hot air	gas	public/commercial	No	No	No	3	1.5
285981	112000	1216	0.21	150	7300	54	0	7	hot water/steam	gas	public/commercial	No	No	No	2	1
332036	167500	1129	1.31	48	8300	38	0	7	hot air	oil	septic	No	No	No	3	1.5
343059	107000	1268	1.03	42	20100	57	1	6	hot air	gas	septic	No	No	No	3	1
445573	169000	1632	0.5	52	15000	57	1	8	hot water/steam	gas	septic	No	No	No	4	2.5
375696	120000	1272	0.49	52	64400	57	0	4	hot air	gas	public/commercial	No	No	No	3	1
590993	170000	1604	0.29	51	80800	57	0	6	hot air	gas	public/commercial	No	No	Yes	4	1.5
513724	176450	1852	0.05	28	32000	57	0	8	electric	electric	public/commercial	No	No	Yes	3	2.5
735079	198500	1680	0.1	85	85000	57	0	7	hot air	gas	public/commercial	No	No	Yes	2	2.5
641492	185000	1428	0.03	25	27000	57	1	6	hot air	gas	public/commercial	No	No	Yes	2	2.5
703728	220000	2284	0.29	51	80800	57	1	6	hot air	gas	public/commercial	No	No	Yes	3	1.5
396684	129900	1286	0.32	53	54200	57	1	4	hot air	gas	public/commercial	No	No	Yes	3	1
1079579	330000	1896	0.12	135	51300	57	0	8	hot water/steam	oil	public/commercial	No	No	No	4	1.5
1300000	336000	2592	0.15	23	61000	57	0	10	hot air	gas	public/commercial	No	No	Yes	3	3
613594	229000	1680	0.29	25	46400	57	0	6	hot air	gas	public/commercial	No	No	Yes	3	2
467213	145000	1152	0.16	60	54900	57	1	7	hot air	gas	public/commercial	No	No	No	2	1
357443	103000	1290	0.07	38	46600	57	1	5	electric	electric	public/commercial	No	No	Yes	3	1.5
1593638	559000	3090	0.24	77	255000	57	2	12	hot water/steam	gas	public/commercial	No	No	Yes	4	4
532689	218000	1428	0.21	164	107000	57	0	8	hot water/steam	oil	public/commercial	No	No	No	3	1
776989	262138	1631	0.15	22	114000	57	1	4	hot air	gas	public/commercial	No	No	Yes	3	2.5
391134	125000	1368	0.25	55	49100	57	0	7	hot air	gas	public/commercial	No	No	No	3	1
539777	157500	1697	0.29	49	84600	57	1	6	hot air	gas	public/commercial	No	No	Yes	3	1.5
592482	193000	1666	0.3	28	47000	57	1	4	hot air	gas	public/commercial	No	No	Yes	3	2.5
917649	275000	1738	0.12	100	89000	57	1	6	hot water/steam	oil	public/commercial	No	No	Yes	4	2.5
631282	200136	1632	0.15	22	54000	57	1	7	hot air	gas	public/commercial	No	No	Yes	3	2.5
974395	366703	2117	0.15	22	95000	57	1	6	hot air	electric	public/commercial	No	No	Yes	3	2.5
361052	103150	936	0.25	54	50000	57	1	8	hot air	gas	public/commercial	No	No	No	3	1
898450	325000	3325	0.23	27	73800	57	1	12	hot air	gas	public/commercial	No	No	Yes	4	2.5
380905	155000	1640	0.24	54	49100	57	1	7	hot air	gas	public/commercial	No	No	Yes	4	1.5
380997	101760	1280	0.15	125	54000	57	1	3	hot water/steam	gas	public/commercial	No	No	No	2	1
1320300	496000	3467	0.34	25	82400	57	1	11	hot air	gas	public/commercial	No	No	Yes	4	3.5
738034	185000	1250	0.11	105	87000	57	0	5	hot water/steam	gas	public/commercial	No	No	No	3	1.5
410754	125000	1368	0.25	55	50000	57	0	5	hot air	gas	public/commercial	No	No	No	3	1
605853	269000	2004	0.04	37	36000	57	1	8	hot air	gas	public/commercial	No	No	Yes	3	2.5
897301	303374	2242	0.12	23	56200	57	0	6	hot air	gas	public/commercial	No	No	Yes	3	3
391568	131000	1404	0.34	55	55400	57	0	6	hot air	gas	public/commercial	No	No	No	3	1
391114	135000	1472	0.26	55	50600	57	0	8	hot air	gas	public/commercial	No	No	No	3	1
818384	337020	2162	0.15	23	114000	57	1	7	hot air	gas	public/commercial	No	No	Yes	3	2.5
736073	248495	2294	0.63	22	98500	57	1	11	hot air	gas	public/commercial	No	No	Yes	4	2.5
432773	120000	1744	0.26	145	63300	57	0	6	hot air	gas	public/commercial	No	No	No	4	1
682901	240000	2022	0.46	22	90800	57	1	8	hot air	gas	public/commercial	No	No	Yes	3	2.5
684533	240000	1744	0.07	35	48200	57	1	6	hot air	gas	public/commercial	No	No	Yes	3	2.5
762804	270000	2560	0.46	22	89600	57	1	9	hot air	gas	public/commercial	No	No	Yes	3	2.5
709461	225000	1398	0.12	73	89000	57	0	4	hot air	gas	public/commercial	No	No	Yes	3	2.5
636020	225000	2208	0.43	49	57800	57	2	11	hot air	gas	public/commercial	No	No	Yes	4	2.5
767684	248220	2566	0.46	22	89600	57	1	7	hot air	gas	public/commercial	No	No	Yes	3	2.5
542563	137000	1290	0.13	72	89000	57	0	3	hot water/steam	gas	public/commercial	No	No	No	2	1
607356	195000	1816	0.49	39	64400	57	1	5	electric	electric	public/commercial	No	No	Yes	3	2.5
1023237	373200	2628	0.65	26	99500	57	1	8	hot air	gas	public/commercial	No	No	No	4	2.5
467252	144200	1660	0.27	135	54000	57	1	9	hot air	gas	public/commercial	No	No	No	2	1.5
486124	160000	1219	0.23	22	42400	57	0	5	hot air	gas	public/commercial	No	No	Yes	2	2
679503	247000	2103	0.29	31	52400	57	0	7	hot air	gas	public/commercial	No	No	No	3	2.5
841323	288650	2242	0.08	22	49800	57	0	10	hot air	gas	public/commercial	No	No	Yes	3	2.5
544864	157000	1408	0.03	125	27000	57	0	4	hot air	gas	public/commercial	No	No	No	3	1.5
423014	142000	1728	0.16	50	50400	57	0	6	hot air	gas	public/commercial	No	No	No	3	1.5
1108674	389000	2356	2.14	38	125900	57	2	6	electric	electric	septic	No	No	Yes	3	2.5
891007	476000	2249	0.42	26	87200	57	1	9	hot air	gas	public/commercial	No	No	Yes	3	2.5
790850	249230	1902	0.18	22	119700	57	1	4	hot air	gas	public/commercial	No	No	Yes	2	2.5
741645	301900	2896	0.73	22	103500	57	1	11	hot air	gas	public/commercial	No	No	Yes	4	3.5
357402	121000	936	0.26	54	50000	57	0	8	hot air	gas	public/commercial	No	No	No	3	1
473034	150000	934	0.19	145	103000	57	0	7	hot water/steam	gas	public/commercial	No	No	No	2	1
377496	138000	1279	0.29	52	52400	57	1	6	hot air	gas	public/commercial	No	No	No	3	1
610164	199900	1884	0.39	28	69400	57	0	5	hot water/steam	gas	septic	No	No	No	3	2
517518	145000	1686	0.27	55	63700	57	1	7	hot air	gas	public/commercial	No	No	No	4	1.5
442451	158000	1200	0.32	22	48200	57	0	4	hot air	gas	public/commercial	No	No	Yes	3	1.5
951233	375000	1946	0.27	71	78800	57	1	7	hot air	gas	public/commercial	No	No	Yes	3	3.5
823184	339000	2000	0.36	24	83600	57	1	5	hot air	gas	public/commercial	No	No	Yes	3	2.5
715699	290000	1620	0.12	24	108300	57	1	7	hot air	gas	public/commercial	No	No	Yes	3	2.5
715701	278140	2310	0.62	22	98000	57	0	10	hot air	gas	public/commercial	No	No	Yes	3	2.5
399900	138000	1147	0.07	115	46800	57	0	3	hot air	gas	public/commercial	No	No	No	2	1.5
993148	428500	3243	0.42	25	87200	57	0	11	hot air	gas	public/commercial	No	No	Yes	4	2.5
372276	140000	936	0.36	56	56600	57	0	7	hot air	gas	public/commercial	No	No	No	3	1
382351	145000	1368	0.31	54	53000	57	0	7	hot air	gas	public/commercial	No	No	Yes	3	1.5
556196	190400	1920	0.17	37	49500	57	1	9	hot air	gas	public/commercial	No	No	No	3	1.5
630878	267000	1416	0.11	104	87000	57	0	7	hot water/steam	gas	public/commercial	No	No	No	3	2
385452	164900	616	0.14	98	93000	57	0	5	hot air	gas	public/commercial	No	No	No	2	1
631519	225000	1320	0.11	105	87000	57	1	6	hot air	oil	public/commercial	No	No	No	3	1.5
346364	148000	1250	0.06	39	45800	57	0	5	hot air	gas	public/commercial	No	No	Yes	2	1.5
930223	340455	2886	0.38	21	84800	57	1	10	hot air	gas	public/commercial	No	No	Yes	4	2.5
595000	115540	1035	0.18	125	56700	57	0	7	hot air	gas	public/commercial	No	No	No	3	1
387454	189900	1474	0.03	39	19200	57	1	4	hot air	gas	public/commercial	No	No	Yes	3	2.5
663225	325000	1561	0.08	136	81000	57	0	6	hot water/steam	gas	public/commercial	No	No	No	3	1.5
351127	106000	1296	0.4	55	63800	57	0	7	hot air	gas	public/commercial	No	No	No	3	1
401342	169000	1448	0.17	40	37600	57	0	5	hot air	gas	public/commercial	No	No	No	2	1.5
389552	159400	1368	0.24	50	49100	57	0	5	hot air	gas	public/commercial	No	No	No	3	1
385886	161000	1272	0.23	53	48200	57	0	8	hot air	gas	public/commercial	No	No	No	3	1.5
529557	230500	1822	0.59	39	69500	57	0	6	hot air	gas	public/commercial	No	No	Yes	4	2.5
447912	177900	1660	0.29	53	52400	57	1	7	hot air	gas	public/commercial	No	No	No	4	1.5
901307	350000	2452	0.32	57	144900	57	1	10	hot water/steam	oil	public/commercial	No	No	No	3	2.5
1676428	597185	4210	2.07	21	193200	57	1	12	hot air	gas	septic	No	No	Yes	4	3.5
433211	173000	1640	0.32	53	54800	57	0	9	hot air	gas	public/commercial	No	No	Yes	4	1.5
1107759	518000	2847	0.17	165	99000	57	1	7	hot water/steam	gas	public/commercial	No	No	No	3	1.5
588494	212000	1816	0.5	39	65000	57	1	7	hot air	gas	public/commercial	No	No	Yes	3	2
310340	95000	1368	0.33	55	54800	57	0	6	hot air	gas	public/commercial	No	No	No	2	1
737862	351400	1680	0.15	22	114000	57	1	4	hot air	gas	public/commercial	No	No	Yes	2	2.5
371824	155000	1368	0.3	54	53000	57	0	6	hot air	gas	public/commercial	No	No	No	3	1
468357	198500	1326	0.4	55	53000	57	1	7	hot air	gas	public/commercial	No	No	Yes	3	1.5
373642	167000	1286	0.25	53	50000	57	0	8	hot air	gas	public/commercial	No	No	No	3	1
806217	395000	2252	0.14	24	112100	57	0	6	hot air	gas	public/commercial	No	No	Yes	3	2.5
487664	214000	1490	0.25	60	44000	57	0	4	hot air	gas	septic	No	No	No	3	1.5
577625	229000	1126	0.22	67	72000	57	1	8	hot water/steam	gas	public/commercial	No	No	No	3	2
384992	146000	1136	0.42	65	60200	57	0	8	hot air	gas	public/commercial	No	No	No	3	1.5
1228629	650000	2754	0.43	23	87800	57	1	10	hot air	gas	public/commercial	No	No	Yes	3	2.5
508020	194500	1454	0.17	61	37600	57	0	6	hot air	gas	septic	No	No	No	4	1.5
699411	279000	2473	0.39	35	58400	57	1	7	hot air	gas	public/commercial	No	No	Yes	4	3.5
516060	183000	2072	0.31	56	47600	57	1	8	hot air	gas	public/commercial	No	No	No	4	2.5
392797	195000	1480	0.03	39	19200	57	1	7	hot air	gas	public/commercial	No	No	Yes	3	2.5
424328	167000	1071	0.11	101	50400	57	0	6	hot water/steam	gas	public/commercial	No	No	No	2	1
507225	309278	1650	0.02	38	18000	57	1	5	hot air	gas	public/commercial	No	No	Yes	2	2.5
374379	199995	1393	0.16	39	53800	57	0	6	hot air	gas	public/commercial	No	No	Yes	2	1.5
426580	179000	864	0.46	65	70200	57	0	7	hot air	gas	public/commercial	No	No	No	2	1
865396	329000	2744	2.08	22	106800	57	0	10	hot air	gas	septic	No	No	Yes	4	2.5
1223253	647000	2640	2.08	35	193300	57	1	12	hot air	gas	septic	No	No	Yes	4	2.5
1192135	535000	3254	2	35	192500	57	1	12	hot air	gas	septic	No	No	Yes	4	2.5
451138	184020	1544	0.4	55	59000	57	0	7	hot air	gas	public/commercial	No	No	No	3	2.5
227477	95000	1417	0.17	160	1900	38	0	9	hot water/steam	gas	public/commercial	No	No	No	5	2
250289	87550	906	0.46	65	2100	38	0	3	hot air	gas	septic	No	No	No	2	1.5
266256	131000	1512	0.23	87	3600	38	1	8	hot air	gas	public/commercial	No	No	No	3	1
252276	127000	1232	0.2	98	3400	38	1	8	hot air	gas	public/commercial	No	No	No	3	1
488677	278500	2532	1.16	36	5200	38	0	12	electric	electric	septic	No	No	No	4	3
239217	75500	1302	0.13	145	1500	38	0	8	hot air	gas	public/commercial	No	No	No	3	1.5
501068	229000	2124	0.55	32	7500	38	0	10	hot water/steam	gas	septic	No	No	No	4	3
389333	130000	1344	0.52	34	4500	38	0	5	hot air	gas	septic	No	No	No	3	2
258412	89900	900	0.46	87	3900	38	0	3	hot air	gas	septic	No	No	No	2	1
376810	145000	1850	0.76	32	3800	38	0	7	hot air	oil	septic	No	No	No	4	1.5
258096	86000	880	0.46	65	5500	38	0	4	hot air	gas	septic	No	No	No	3	1
409119	195000	1826	0.34	36	5000	38	1	6	hot air	gas	septic	No	No	Yes	3	2.5
238947	107325	1221	0.1	147	1100	38	0	7	hot air	gas	public/commercial	No	No	No	4	1.5
338298	131000	1919	0.57	62	5300	38	1	8	hot air	gas	septic	No	No	No	4	2.5
376152	166900	1272	0.75	24	1700	38	0	7	hot air	gas	septic	No	No	No	3	1.5
309858	127000	960	0.43	60	4900	38	0	6	hot air	gas	septic	No	No	Yes	3	1
221957	119000	1152	0.15	86	2500	38	0	4	hot air	gas	public/commercial	No	No	No	2	1.5
285617	92509	840	0.52	34	4500	38	0	4	hot air	gas	septic	No	No	No	2	1
341123	174000	2106	0.46	55	5500	38	0	11	hot air	gas	septic	No	No	No	5	2
400701	180000	1632	0.52	29	2500	38	0	8	hot air	gas	septic	No	No	No	4	2.5
332266	155000	1092	0.41	30	300	38	0	8	hot air	gas	septic	No	No	No	2	2
274655	123000	1480	0.08	37	2100	54	1	5	hot air	gas	public/commercial	No	No	No	3	1.5
332884	150000	1368	0.54	57	13300	54	1	4	hot air	gas	septic	No	No	No	3	1
298000	120975	1380	0.13	21	7400	36	0	4	hot air	gas	public/commercial	No	Yes	No	3	2
404993	153000	1542	0.25	31	8400	54	0	6	hot air	gas	public/commercial	No	No	No	2	2.5
316998	145200	1480	0.2	36	3400	54	1	4	hot air	gas	public/commercial	No	No	No	2	2.5
607934	296000	2506	0.52	29	14000	57	2	10	hot air	gas	public/commercial	No	No	No	4	2.5
379976	150000	1852	1.37	22	15800	30	0	6	hot air	oil	septic	No	No	No	4	2
254021	86000	1055	0.45	41	14000	57	1	7	hot air	gas	septic	No	No	No	2	1
418597	155000	1608	0.75	74	6500	57	1	5	hot air	oil	septic	No	No	No	3	2
426251	193000	1481	0.47	39	14100	57	0	5	hot water/steam	gas	septic	No	No	No	3	1.5
621550	240000	2747	1.92	55	50400	27	2	12	hot water/steam	oil	septic	No	No	No	5	3.5
598233	234900	2277	0.46	22	43300	63	0	8	hot air	gas	public/commercial	No	Yes	Yes	4	2.5
264663	112000	1281	0.02	40	14900	63	1	6	hot air	gas	public/commercial	No	No	Yes	2	2.5
564782	261000	2412	0.57	35	43200	63	1	10	hot air	gas	public/commercial	No	No	Yes	4	2.5
601043	310000	2672	0.41	25	37600	63	1	8	hot air	electric	public/commercial	No	No	Yes	4	3.5
408010	187500	1320	0.47	32	25500	63	0	7	hot air	gas	public/commercial	No	No	No	3	2.5
843904	420000	3279	1.68	27	82100	63	1	11	hot air	gas	public/commercial	No	No	Yes	4	3
717132	359000	3149	0.48	25	37100	63	1	9	hot air	gas	public/commercial	No	No	Yes	4	2.5
260155	120000	1217	0.01	37	9900	63	0	6	electric	electric	public/commercial	No	No	Yes	2	2.5
754880	355465	3328	0.35	21	233000	63	1	12	hot air	gas	public/commercial	No	Yes	Yes	4	2.5
658524	339900	2344	0.57	31	54600	63	0	10	hot air	gas	public/commercial	No	No	Yes	3	3.5
226031	90000	960	0.49	95	10600	23	0	7	hot air	gas	septic	No	No	No	2	1
190000	174900	1358	0.62	59	15100	63	0	6	hot air	gas	septic	No	No	No	3	1.5
556759	293500	1928	0.49	31	38400	63	1	8	hot air	gas	public/commercial	No	No	Yes	4	2.5
428041	210000	1320	0.51	32	26900	63	0	8	hot air	gas	public/commercial	No	No	No	3	2
402897	182500	1613	1.09	55	25200	63	1	5	hot air	gas	septic	No	No	No	3	2.5
743697	370000	3125	0.46	22	36600	63	1	12	hot air	gas	public/commercial	No	Yes	Yes	4	2.5
304662	161000	1120	0.23	61	22000	41	0	7	hot water/steam	oil	public/commercial	No	No	No	3	1
595481	287000	2388	0.36	23	53900	63	1	11	hot air	gas	public/commercial	No	No	Yes	5	2.5
644840	329900	2368	0.5	30	37800	63	1	11	hot air	gas	public/commercial	No	No	Yes	4	2.5
305754	180000	1148	0.31	37	36800	63	0	7	hot air	gas	public/commercial	No	No	No	2	1.5
606910	321000	2371	0.53	32	38800	63	1	11	hot air	gas	public/commercial	No	No	Yes	5	3.5
337858	180000	1232	0.11	36	15400	63	1	4	hot air	gas	public/commercial	No	No	No	2	1.5
317729	178000	1188	0.14	38	19600	63	0	6	hot air	gas	public/commercial	No	No	Yes	2	1.5
331382	170000	999	0.37	58	24500	63	1	6	hot water/steam	gas	public/commercial	No	No	No	3	1
416291	184900	1656	0.32	39	27000	54	1	4	hot air	gas	public/commercial	No	No	No	3	1.5
288662	112500	988	0.15	40	15700	54	0	7	electric	electric	public/commercial	No	No	No	2	2
426513	180000	1765	0.32	38	27000	54	1	9	hot water/steam	gas	public/commercial	No	No	No	5	2
495234	144000	1344	0.06	75	3600	54	0	8	electric	electric	public/commercial	No	No	No	4	1.5
258347	109000	908	0.15	41	15700	54	0	7	electric	electric	public/commercial	No	No	No	2	1
393464	173000	1549	0.31	37	27000	54	1	5	hot air	gas	public/commercial	No	No	Yes	2	2
276590	105000	912	0.16	41	15700	54	0	3	electric	electric	public/commercial	No	No	No	2	1.5
299836	122500	1184	0.15	39	15100	54	0	3	electric	electric	public/commercial	No	No	No	2	1.5
422055	191000	1719	0.46	47	24500	63	1	7	electric	electric	public/commercial	No	No	No	3	1.5
303089	149000	1080	0.16	40	15100	54	1	6	electric	electric	septic	No	No	No	2	1
346811	205000	2129	0.33	37	27000	54	1	9	electric	electric	public/commercial	No	No	No	5	2
397794	210000	1592	0.49	36	25000	54	1	8	hot air	gas	septic	No	No	No	3	2.5
433661	192000	1974	0.94	54	25200	63	1	8	hot water/steam	gas	septic	No	No	No	4	2.5
297798	137500	988	0.16	38	15700	54	1	7	electric	electric	public/commercial	No	No	No	2	2
250298	126000	908	0.16	38	15600	54	0	4	electric	electric	public/commercial	No	No	No	2	1
311854	145000	1369	0.15	38	15100	54	0	8	electric	electric	public/commercial	No	No	No	2	1.5
248482	130000	908	0.15	38	15600	54	0	7	electric	electric	public/commercial	No	No	No	2	1
584918	265000	1900	4.05	46	21700	54	0	7	electric	electric	septic	No	No	No	3	2.5
400965	190000	1300	0.59	36	25000	54	1	5	hot air	gas	septic	No	No	Yes	3	1.5
530610	204000	2442	0.4	22	15000	63	1	10	hot air	gas	public/commercial	No	No	No	4	2.5
643727	349900	2915	0.44	21	13000	63	1	12	hot air	gas	public/commercial	No	Yes	No	4	3
341788	142000	1920	0.14	29	3700	23	0	6	hot air	gas	public/commercial	No	No	No	3	1
879280	460000	3336	0.47	22	14100	63	1	12	hot air	gas	public/commercial	No	No	Yes	4	3.5
510571	220300	2006	0.58	37	38200	63	1	5	hot air	gas	public/commercial	No	No	Yes	3	2
500827	255000	1994	8.26	70	69600	60	1	9	hot air	oil	septic	No	No	No	3	2
474126	234000	1888	0.57	29	31100	63	1	7	hot air	gas	public/commercial	No	No	No	3	2.5
271436	133500	1480	0.08	40	17200	63	1	5	hot air	gas	public/commercial	No	No	Yes	3	1.5
297165	151000	1234	0.2	40	19000	63	1	7	electric	electric	public/commercial	No	No	No	2	2
381073	157500	1778	0.3	52	24500	63	1	7	hot air	gas	public/commercial	No	No	No	3	1.5
492888	217500	2700	0.56	56	30800	63	1	10	hot water/steam	gas	public/commercial	No	No	No	4	2.5
492834	161225	2676	0.6	54	32000	63	1	11	hot water/steam	gas	public/commercial	No	No	No	4	2.5
515601	217000	2180	3.85	46	54700	60	1	8	electric	electric	septic	No	No	Yes	4	2
424436	250000	2284	0.47	42	48300	63	1	9	hot air	gas	public/commercial	No	No	Yes	4	2.5
303808	124000	1314	0.06	40	16400	63	0	6	electric	electric	public/commercial	No	No	No	2	1.5
521644	248000	2396	0.41	56	44300	63	1	11	hot air	gas	septic	No	No	No	4	2.5
418230	195000	2310	0.48	60	28200	63	1	11	hot water/steam	gas	public/commercial	No	No	No	5	2.5
400799	246000	1702	0.61	37	29100	63	1	6	hot water/steam	gas	public/commercial	No	No	No	3	1.5
474236	219900	2125	0.49	39	28600	63	1	8	hot water/steam	gas	public/commercial	No	No	No	4	2.5
296182	122000	1431	0.12	52	18200	63	0	8	hot air	gas	public/commercial	No	No	Yes	3	1.5
247339	118000	924	0.15	41	18500	63	0	7	hot water/steam	gas	public/commercial	No	No	No	2	1
324796	125000	1802	1.77	147	36300	60	1	6	hot air	gas	septic	No	No	No	3	1
378059	180000	1969	0.57	123	25800	77	2	6	hot water/steam	oil	septic	No	No	No	4	1
605300	292500	2376	0.47	40	75200	63	1	8	hot air	gas	public/commercial	No	No	Yes	3	2.5
412738	199500	1585	0.48	39	36700	63	1	5	hot water/steam	gas	public/commercial	No	No	No	3	1.5
695505	330000	2973	0.57	33	67300	63	1	11	hot air	oil	public/commercial	No	No	Yes	4	3
469226	179000	1612	0.43	58	31400	63	1	7	hot air	gas	public/commercial	No	No	No	3	1.5
679936	342000	2734	0.58	25	17400	63	1	9	hot air	gas	public/commercial	No	No	Yes	3	2.5
302332	145000	1500	0.15	43	18500	63	1	5	electric	electric	public/commercial	No	No	Yes	3	2.5
253000	66000	945	0.14	40	18400	63	0	3	electric	electric	public/commercial	No	No	Yes	2	1
301170	154000	1364	1.1	195	32800	63	1	9	hot air	oil	septic	No	No	No	5	1
777946	454900	3242	0.5	23	15000	63	1	11	hot air	gas	public/commercial	No	No	Yes	4	2.5
301991	165000	1318	0.09	42	17600	63	1	6	electric	electric	public/commercial	No	No	Yes	2	1.5
615062	329000	2405	0.46	24	16100	63	1	11	hot air	gas	public/commercial	No	No	Yes	4	2.5
242601	49387	900	0.48	77	31800	77	1	5	hot air	oil	septic	No	No	No	2	1
855387	445000	3157	0.58	21	17400	63	1	10	hot air	gas	public/commercial	No	No	Yes	4	3.5
234552	73000	914	0.28	123	22400	60	1	7	hot water/steam	oil	septic	No	No	No	2	1
449886	209000	2310	0.45	59	27000	63	1	12	hot water/steam	gas	public/commercial	No	No	No	5	2.5
432316	196500	1874	0.46	51	30400	63	1	9	hot air	gas	public/commercial	No	No	No	4	2
292732	125500	1479	0.06	40	16400	63	1	5	hot air	gas	public/commercial	No	No	Yes	3	1.5
410422	190000	1612	0.44	59	31800	63	0	6	hot air	gas	public/commercial	No	No	No	3	1.5
543374	250000	2088	0.49	43	48800	63	1	6	electric	electric	public/commercial	No	No	Yes	4	2.5
537188	255000	2131	0.4	25	30000	63	1	10	hot air	gas	public/commercial	No	No	No	4	2.5
243583	129700	924	0.15	41	18500	63	1	5	hot air	gas	public/commercial	No	No	No	2	1
477516	255000	2262	0.57	56	33200	77	1	9	hot air	gas	public/commercial	No	No	Yes	4	3
708298	398000	2960	0.61	29	71200	63	1	10	hot air	gas	public/commercial	No	No	Yes	4	2.5
403277	176000	1683	0.45	52	27000	63	1	8	hot water/steam	gas	public/commercial	No	No	No	4	2.5
524208	249900	2680	0.86	57	35800	63	1	12	hot water/steam	gas	public/commercial	No	No	Yes	5	3.5
563073	244900	2742	1.38	47	40100	77	1	8	hot air	oil	septic	No	No	No	3	3
498531	241000	2702	0.35	52	27800	63	1	9	hot air	gas	public/commercial	No	No	No	5	1.5
524467	264900	2652	0.5	61	29000	63	1	12	hot water/steam	gas	public/commercial	No	No	No	5	3.5
617320	315000	3062	0.77	37	74400	63	1	9	hot water/steam	gas	public/commercial	No	No	Yes	4	2.5
375000	238000	2310	0.71	56	35100	63	1	7	hot water/steam	gas	public/commercial	No	No	No	5	2.5
428721	224000	2032	0.33	52	26500	63	1	7	hot air	gas	public/commercial	No	No	No	3	2.5
476866	279000	1782	1.23	34	34100	60	0	8	hot air	gas	septic	No	No	Yes	4	3.5
503897	242000	2002	1.11	36	42000	63	1	8	hot air	gas	public/commercial	No	No	Yes	3	2.5
412480	199875	1788	0.61	57	35100	63	1	7	hot air	gas	public/commercial	No	No	Yes	4	1.5
490475	259900	2212	0.46	32	27400	63	1	10	hot air	oil	public/commercial	No	No	Yes	4	2.5
432444	212000	1804	0.71	57	35100	63	1	7	hot water/steam	gas	public/commercial	No	No	No	4	2.5
452280	230000	1910	0.47	62	27800	63	1	5	hot water/steam	gas	public/commercial	No	No	No	3	2.5
1044141	313635	3857	2.93	37	131500	63	2	12	hot air	gas	septic	No	No	Yes	3	4
441072	202000	1690	0.48	60	25400	63	1	6	hot water/steam	gas	public/commercial	No	No	Yes	3	2
611960	311000	2762	0.46	38	60500	63	1	8	hot water/steam	gas	public/commercial	No	No	Yes	4	2.5
345112	158500	1352	0.92	32	36100	63	0	5	electric	electric	septic	No	No	No	3	2
446915	204900	1750	0.39	49	24600	63	1	7	hot water/steam	oil	public/commercial	No	No	No	4	2.5
369195	199100	1352	0.14	34	18400	63	1	5	hot air	gas	public/commercial	No	No	Yes	2	2
527097	264000	2572	3	54	35300	60	1	11	hot air	gas	septic	No	No	No	3	2.5
414134	187000	2000	0.32	42	35000	63	0	7	hot air	gas	public/commercial	No	No	Yes	4	1.5
435674	251000	1730	1.77	65	47000	63	1	9	hot air	oil	septic	No	No	Yes	3	2.5
425000	149900	1480	0.03	39	16400	63	1	4	electric	electric	public/commercial	No	No	Yes	3	2.5
595000	330000	2574	0.47	27	16500	63	0	12	hot air	gas	public/commercial	No	No	No	4	2.5
798305	424200	2914	2.82	40	130700	63	1	10	hot air	gas	public/commercial	No	No	Yes	4	3.5
568838	295000	2302	0.49	25	36900	63	1	7	hot air	gas	public/commercial	No	No	Yes	4	2.5
353878	180000	1220	2	40	49300	63	0	5	electric	electric	public/commercial	No	No	No	3	2
289276	129900	1480	0.07	36	1800	54	1	5	hot air	gas	public/commercial	No	No	Yes	2	2.5
