ID	Year	Focal.depth	Magnitude	Country	Latitude	Longitude	Tsunami_deaths	Missing	Injuries	Damage..M.	Deaths_total
1587	1927	NA	6.3	INDONESIA	-0.7	119.7	50	NA	50	NA	50
1589	1927	35	7.5	RUSSIA	55.663	160.039	NA	NA	NA	NA	NA
1592	1928	60	7.7	MEXICO	15.67	-96.1	NA	NA	NA	NA	NA
1597	1928	29	6	GREECE	38	23	NA	NA	NA	NA	20
1602	1928	40	7	JAPAN	40	143.2	NA	NA	NA	NA	NA
1603	1928	33	7	PHILIPPINES	12.4	120.9	NA	NA	NA	NA	NA
1605	1928	35	7.7	MEXICO	16.028	-97.036	NA	NA	NA	NA	4
1609	1928	25	7.6	CHILE	-35	-72	NA	NA	NA	NA	279
1611	1928	NA	7.3	PHILIPPINES	7	124	4	NA	102	NA	97
1612	1929	NA	6.9	VENEZUELA	10.6	-65.6	NA	NA	800	NA	50
1613	1929	50	7.8	USA	50.88	-169.71	NA	NA	NA	NA	NA
1614	1929	30	7.1	JAPAN	31.7	132.2	NA	NA	NA	NA	NA
1616	1929	33	7	CANADA	51	-131	NA	NA	NA	NA	NA
1617	1929	NA	7.2	PHILIPPINES	8.5	127	NA	NA	NA	NA	NA
1625	1930	33	6	INDONESIA	-5.6	105.3	NA	NA	NA	NA	NA
1630	1930	35	6.6	PAPUA NEW GUINEA	-4.423	145.46	NA	NA	NA	NA	NA
1632	1930	33	6.5	PAPUA NEW GUINEA	-1.3	144.3	27	NA	8	NA	27
1639	1931	60	7.6	JAPAN	41.2	142.5	NA	NA	NA	NA	NA
1644	1931	NA	7.4	INDONESIA	-5	102.75	NA	NA	NA	NA	NA
1645	1931	35	7.8	SOLOMON ISLANDS	-10.932	161.016	50	NA	NA	NA	50
1646	1931	40	7.1	JAPAN	32.2	132.1	NA	NA	NA	NA	1
1649	1932	35	8.1	MEXICO	19.623	-103.919	4	NA	120	NA	400
1651	1932	15	7.8	MEXICO	19.081	-103.631	NA	NA	NA	NA	NA
1652	1932	25	7.7	MEXICO	19.242	-104.383	75	NA	100	NA	75
1655	1932	35	6.9	GREECE	40.5	23.9	NA	NA	669	NA	161
1661	1933	15	8.4	JAPAN	39.209	144.59	3022	NA	NA	NA	3022
1664	1933	20	7.1	JAPAN	38.1	142.4	NA	NA	NA	NA	NA
1665	1933	33	6.9	ECUADOR	-2	-81	NA	NA	NA	NA	NA
1668	1934	35	8	NEPAL	26.773	86.76	NA	NA	NA	NA	10600
1669	1934	55	7.9	PHILIPPINES	17.5	119	NA	NA	NA	NA	NA
1671	1934	60	7.7	PANAMA	8	-82.5	NA	NA	4	NA	NA
1673	1934	35	7.8	SOLOMON ISLANDS	-11.907	166.731	NA	NA	NA	NA	NA
1674	1934	35	7.2	SOLOMON ISLANDS	-11.139	165.503	NA	NA	NA	NA	NA
1678	1935	NA	6.5	JAPAN	36.6	141.4	NA	NA	NA	NA	NA
1683	1935	30	7.8	PAPUA NEW GUINEA	-3.824	141.416	NA	NA	NA	NA	NA
1684	1935	10	7.2	JAPAN	39.9	143.7	NA	NA	NA	NA	NA
1685	1935	10	7	JAPAN	40.7	144.3	NA	NA	NA	NA	NA
1690	1936	60	7.7	INDONESIA	4.5	126.5	NA	NA	3	NA	NA
1691	1936	60	7.3	CHILE	-24.5	-70	NA	NA	40	NA	1
1695	1936	40	7.7	JAPAN	38.2	142.2	NA	NA	NA	NA	NA
1699	1937	60	7.5	PHILIPPINES	14.5	121.5	NA	NA	200	NA	1
1701	1937	33	5.7	RUSSIA	56	162.5	NA	NA	NA	NA	NA
1704	1938	25	8.6	INDONESIA	-5.045	131.614	NA	NA	NA	NA	NA
1708	1938	NA	7.5	PAPUA NEW GUINEA	-6	147.8	NA	NA	NA	NA	NA
1710	1938	NA	7.6	INDONESIA	-1	120	17	NA	NA	NA	17
1711	1938	NA	7.1	JAPAN	36.7	141.4	NA	NA	NA	NA	NA
1714	1938	NA	6.1	JAPAN	43.6	144.3	1	NA	NA	NA	1
1715	1938	35	7.6	JAPAN	25.321	125.115	NA	NA	NA	NA	NA
1716	1938	30	7.7	JAPAN	37.1	141.7	NA	NA	NA	NA	1
1717	1938	30	7.6	JAPAN	37.2	141.7	NA	NA	NA	NA	NA
1718	1938	0	7.5	JAPAN	37.5	141.8	NA	NA	NA	NA	NA
1719	1938	20	7.1	JAPAN	37	141.7	NA	NA	NA	NA	NA
1722	1938	25	8.2	USA	55.48	-158.37	NA	NA	NA	NA	NA
1725	1938	60	6	JAPAN	37	141.5	NA	NA	NA	NA	NA
1727	1938	10	6.9	JAPAN	36.7	142.1	NA	NA	NA	NA	NA
1728	1938	50	7	JAPAN	37	142.2	NA	NA	NA	NA	NA
1731	1939	20	6.6	JAPAN	32.3	132	NA	NA	NA	NA	1
1733	1939	35	7.9	SOLOMON ISLANDS	-9.295	159.234	12	NA	NA	NA	12
1734	1939	NA	7	JAPAN	40.1	139.5	NA	NA	52	NA	27
1738	1939	150	8	INDONESIA	0	123	NA	NA	NA	NA	NA
1741	1940	10	7.5	JAPAN	44.2	139.5	10	NA	24	NA	10
1744	1941	15	7.4	PAPUA NEW GUINEA	-4.175	152.071	NA	NA	NA	NA	4
1746	1941	20	8	INDIA	11.94	92.626	NA	NA	NA	NA	NA
1747	1941	10	7.4	JAPAN	32	132.1	2	NA	NA	NA	2
1748	1941	NA	7.6	COSTA RICA	8.7	-83.2	NA	NA	NA	NA	6
1749	1941	NA	6.9	COSTA RICA	8.5	-84	NA	NA	NA	NA	NA
1752	1943	35	8.2	CHILE	-30.75	-72	NA	NA	NA	NA	11
1753	1943	20	7.1	JAPAN	41.2	143.3	NA	NA	NA	NA	NA
1756	1944	30	8.1	JAPAN	34	137.1	1223	NA	2135	NA	1223
1759	1945	33	7.1	JAPAN	34.7	137.2	NA	NA	896	NA	2306
1760	1945	20	7.3	JAPAN	40.9	142.1	NA	NA	NA	NA	2
1765	1946	15	7.9	DOMINICAN REPUBLIC	19.25	-69	1790	NA	NA	NA	1790
1766	1946	15	7.5	DOMINICAN REPUBLIC	19.5	-69.5	75	NA	NA	NA	75
1770	1946	15	8.3	JAPAN	33.123	135.905	1362	NA	NA	NA	1362
1774	1947	12	6.9	NEW ZEALAND	-38.42	178.88	NA	NA	NA	NA	NA
1776	1947	33	7	JAPAN	43.8	141	NA	NA	NA	NA	NA
1777	1948	15	7.8	PHILIPPINES	10.714	122.235	2	NA	NA	NA	74
1779	1948	40	7.3	GREECE	35.64	27.158	NA	NA	NA	NA	NA
1781	1948	40	7.2	JAPAN	33.1	135.6	NA	NA	NA	NA	NA
1782	1948	15	6.5	GREECE	38.532	20.427	NA	NA	100	NA	7
1783	1948	NA	6.3	INDONESIA	6	95	NA	NA	NA	NA	NA
1784	1948	33	7.8	TONGA	-21	-174	NA	NA	NA	NA	NA
1785	1948	15	6.6	MEXICO	21.182	-106.818	NA	NA	21	NA	4
1786	1948	100	7	CHILE	-22.5	-69	NA	NA	NA	NA	NA
1787	1949	15	6.5	GREECE	38.718	26.482	NA	NA	435	NA	7
1788	1949	150	5.9	RUSSIA	54.6	163.5	NA	NA	NA	NA	NA
1799	1949	60	7.5	PAPUA NEW GUINEA	-5.5	154	NA	NA	NA	NA	NA
1808	1950	33	7.7	COSTA RICA	11	-85	NA	NA	NA	NA	NA
1809	1950	NA	7.6	INDONESIA	-3.8	128.3	1	NA	NA	NA	1
1810	1950	65	7.5	GUATEMALA	14.31	-91.917	NA	NA	NA	NA	NA
1811	1950	33	7.3	SOLOMON ISLANDS	-10	159.5	NA	NA	NA	NA	NA
1813	1950	50	7.5	MEXICO	16.48	-98.22	NA	NA	NA	NA	NA
1815	1951	12	6.9	USA	19.5	-156	NA	NA	NA	NA	NA
1817	1952	45	8.1	JAPAN	42.15	143.85	33	NA	572	NA	33
1818	1952	20	7	JAPAN	41.7	143.6	NA	NA	17	NA	NA
1819	1952	33	4.5	USA	19.1	-155	NA	NA	NA	NA	NA
1820	1952	25	7.8	PHILIPPINES	9.5	127.25	NA	NA	NA	NA	NA
1822	1952	35	6.4	COSTA RICA	10.088	-85.211	NA	NA	NA	NA	NA
1829	1952	22	9	RUSSIA	52.755	160.057	10000	NA	NA	1	10000
1835	1953	NA	5.8	RUSSIA	50	156.5	NA	NA	NA	NA	NA
1841	1953	60	7.4	JAPAN	34	141.7	NA	NA	NA	NA	1
1842	1953	30	7.4	PERU	-3.4	-80.6	NA	NA	20	NA	6
1847	1954	30	6.1	JAPAN	38.9	142.2	NA	NA	NA	NA	NA
1849	1955	30	7.1	CHILE	-30	-72	1	NA	NA	NA	1
1852	1955	33	6.5	PAPUA NEW GUINEA	-6.9	155.7	NA	NA	NA	NA	NA
1853	1955	35	7.3	PAPUA NEW GUINEA	-5.1	152.924	NA	NA	NA	NA	NA
1855	1956	20	6.3	JAPAN	44.3	144.1	NA	NA	NA	NA	NA
1867	1957	33	8.6	USA	51.499	-175.626	2	NA	1	NA	2
1869	1957	33	7.3	INDONESIA	-1.5	137	NA	NA	NA	NA	NA
1870	1957	25	7.9	MEXICO	16.5	-99.1	NA	NA	NA	NA	65
1872	1957	NA	5.5	INDONESIA	-8.2	107.3	NA	NA	NA	NA	NA
1877	1958	60	7.6	ECUADOR	1.5	-79.5	4	NA	46	NA	115
1884	1958	40	8.3	RUSSIA	44.53	148.54	NA	NA	NA	NA	NA
1886	1959	40	6.8	JAPAN	37.5	142.2	NA	NA	NA	NA	NA
1890	1959	60	8.2	RUSSIA	52.5	159.5	NA	NA	NA	NA	NA
1892	1959	33	7.3	SOLOMON ISLANDS	-7.5	156	NA	NA	NA	NA	NA
1893	1959	10	6.7	JAPAN	37.5	143.2	NA	NA	NA	NA	NA
1898	1960	20	7.5	JAPAN	39.8	143.4	NA	NA	NA	NA	NA
1899	1960	20	6.7	JAPAN	39.4	143.7	NA	NA	NA	NA	NA
1901	1960	35	8.2	CHILE	-37.872	-73.243	NA	NA	NA	NA	NA
1902	1960	33	9.5	CHILE	-38.143	-73.407	2226	NA	3000	1000	2226
1904	1960	33	6.6	PAPUA NEW GUINEA	-9.4	152.3	NA	NA	NA	NA	NA
1905	1960	30	6.7	JAPAN	40.3	142.5	NA	NA	NA	NA	NA
1907	1960	93	6.8	PERU	-6.8	-80.7	66	NA	2	0.55	66
1910	1961	40	6.8	JAPAN	36	142.3	NA	NA	NA	NA	NA
1911	1961	20	6.4	JAPAN	36	141.9	NA	NA	NA	NA	NA
1912	1961	20	6.5	JAPAN	36.2	141.9	NA	NA	NA	NA	NA
1913	1961	80	6.6	RUSSIA	43.2	147.9	NA	NA	NA	NA	NA
1914	1961	74	7.6	JAPAN	31.6	131.8	NA	NA	7	NA	2
1920	1961	60	6.6	JAPAN	29.6	131.8	NA	NA	NA	NA	NA
1921	1961	45	7.3	VANUATU	-18.421	168.411	NA	NA	NA	NA	NA
1924	1961	80	7	JAPAN	42.9	145.6	NA	NA	NA	NA	NA
1927	1961	60	6.9	JAPAN	42.7	145.7	NA	NA	NA	NA	NA
1928	1962	35	6.8	PANAMA	8.008	-82.757	NA	NA	NA	NA	NA
1929	1962	25	7.2	JAPAN	38.073	142.741	NA	NA	NA	NA	NA
1930	1962	60	7	JAPAN	42.2	143.9	NA	NA	NA	NA	NA
1931	1962	40	7	MEXICO	17.2	-99.6	NA	NA	NA	NA	4
1932	1962	33	7.2	MEXICO	17.2	-99.5	NA	NA	16	NA	3
1940	1963	47	7.3	TAIWAN	24.4	122.1	NA	NA	18	NA	15
1946	1963	48	7.1	RUSSIA	44.426	149.272	NA	NA	NA	NA	NA
1947	1963	13	8.5	RUSSIA	44.772	149.798	NA	NA	NA	NA	NA
1948	1963	28	7.9	RUSSIA	44.772	150.563	NA	NA	NA	NA	NA
1957	1964	30	6.9	JAPAN	40.3	139	NA	NA	NA	NA	NA
1959	1964	40	7.5	JAPAN	38.65	139.2	36	NA	385	80	36
1960	1964	15	6.8	RUSSIA	47.159	153.876	NA	NA	NA	NA	NA
1961	1964	45	7.6	PAPUA NEW GUINEA	-5.7	150.7	NA	NA	NA	NA	NA
1962	1964	40	6.3	JAPAN	40.4	138.9	NA	NA	NA	NA	NA
1963	1965	6	7.6	INDONESIA	-2.4	126.1	71	NA	NA	NA	71
1964	1965	30	8.7	USA	51.251	178.715	NA	NA	NA	0.01	NA
1967	1965	20	7.6	USA	50.32	177.93	NA	NA	NA	NA	NA
1970	1965	NA	7.2	RUSSIA	44.7	148.7	NA	NA	NA	NA	NA
1971	1965	40	6.5	USA	53.03	-167.55	NA	NA	NA	NA	NA
1973	1965	13	7	VANUATU	-15.8	167.2	NA	NA	NA	NA	NA
1974	1965	33	7.4	VANUATU	-15.9	166.8	NA	NA	NA	NA	NA
1975	1965	NA	7.8	MEXICO	16.3	-95.8	NA	NA	NA	NA	6
1980	1966	48	7.6	TAIWAN	24.1	122.6	NA	NA	11	NA	7
1981	1966	31	7.1	SOLOMON ISLANDS	-10.343	160.883	NA	NA	NA	NA	NA
1982	1966	38	8.1	PERU	-10.748	-78.638	NA	NA	3000	2	110
1984	1966	47	7.8	CHILE	-25.5	-70.7	NA	NA	6	NA	3
1987	1967	33	5.5	INDONESIA	-3.7	119.3	13	NA	100	NA	71
1988	1967	100	6.1	INDONESIA	5.5	97.3	NA	NA	NA	NA	14
1989	1967	30	6.4	PAPUA NEW GUINEA	-4.4	152.5	NA	NA	NA	NA	NA
1994	1967	33	7.5	CHILE	-21.7	-69.5	NA	NA	NA	NA	1
1996	1968	40	7.3	RUSSIA	43.586	146.701	NA	NA	NA	NA	NA
1997	1968	15	7.2	GREECE	39.368	24.957	NA	NA	18	NA	22
1998	1968	30	7.5	JAPAN	32.3	132.5	NA	NA	22	NA	1
2000	1968	7	8.2	JAPAN	40.8	143.2	52	NA	330	NA	52
2001	1968	44	7.2	JAPAN	39.4	143.1	NA	NA	NA	NA	NA
2003	1968	36	7.3	PHILIPPINES	16.5	122.2	1	NA	261	NA	270
2006	1968	25	7.6	INDONESIA	1.4	126.2	NA	NA	NA	NA	NA
2007	1968	23	7.8	INDONESIA	0.2	119.8	200	NA	58	NA	200
2011	1969	15	7	INDONESIA	-3.201	118.904	600	NA	97	NA	664
2012	1969	22	7.8	PORTUGAL	36.017	-10.95	NA	NA	80	NA	25
2013	1969	41	6.5	JAPAN	32.2	132.1	NA	NA	NA	NA	NA
2015	1969	30	8.2	RUSSIA	43.6	147.9	NA	NA	NA	NA	NA
2016	1969	51	7.7	RUSSIA	57.7	163.6	NA	NA	NA	NA	NA
2018	1969	7	7.2	GUADELOUPE (FRENCH TERRITORY)	15.8	-59.7	NA	NA	NA	NA	NA
2019	1970	73	7.6	PHILIPPINES	6.8	126.7	NA	NA	NA	NA	NA
2020	1970	40	7.3	PHILIPPINES	15.78	121.71	NA	NA	200	NA	15
2021	1970	43	7.9	PERU	-9.2	-78.8	NA	NA	50000	NA	66794
2025	1970	34	7	JAPAN	32.2	131.7	NA	NA	13	NA	NA
2027	1970	40	6	PHILIPPINES	20.675	122.009	NA	NA	NA	NA	NA
2031	1971	30	7.1	USA	51.228	-177.173	NA	NA	NA	NA	NA
2033	1971	58	7.8	CHILE	-32.5	-71.2	NA	NA	447	NA	83
2034	1971	47	7.9	PAPUA NEW GUINEA	-5.5	153.9	1	NA	5	NA	3
2035	1971	48	7.9	PAPUA NEW GUINEA	-4.9	153.2	NA	NA	NA	NA	NA
2036	1971	51	7.3	JAPAN	41.4	143.5	NA	NA	NA	NA	NA
2038	1971	6	6.6	RUSSIA	46.4	141.1	NA	NA	NA	NA	NA
2039	1971	16	6.2	RUSSIA	46.3	140.9	NA	NA	NA	NA	NA
2041	1971	21	6	RUSSIA	46.4	141.1	NA	NA	NA	NA	NA
2044	1971	33	7.8	RUSSIA	56	163.3	NA	NA	NA	NA	NA
2045	1972	33	7.5	TAIWAN	22.5	122.3	NA	NA	NA	NA	1
2046	1972	56	7.4	JAPAN	33.3	140.8	NA	NA	NA	NA	NA
2051	1972	10	7.1	PAPUA NEW GUINEA	-6	152.9	NA	NA	NA	NA	NA
2056	1972	66	7.4	JAPAN	33.3	140.7	NA	NA	NA	NA	NA
2058	1973	43	7.5	MEXICO	18.48	-103	NA	NA	390	NA	56
2059	1973	27	7.2	RUSSIA	50.5	156.6	NA	NA	NA	NA	NA
2060	1973	48	7.7	JAPAN	43.2	145.8	NA	NA	27	5	NA
2061	1973	50	7.1	RUSSIA	43.3	146.4	NA	NA	1	NA	NA
2062	1973	14	6.7	CHILE	-32.5	-71.5	NA	NA	NA	NA	NA
2063	1974	34	7	SOLOMON ISLANDS	-7.5	155.9	NA	NA	NA	NA	NA
2064	1974	40	7.1	SOLOMON ISLANDS	-7.4	155.6	NA	NA	NA	NA	NA
2065	1974	2	6.7	JAPAN	34.6	138.7	NA	NA	137	NA	30
2067	1974	43	6.7	RUSSIA	43.2	146.7	NA	NA	NA	NA	NA
2068	1974	13	8.1	PERU	-12.27	-77.79	NA	NA	2414	NA	78
2075	1975	15	7	RUSSIA	43.024	147.734	NA	NA	NA	NA	NA
2076	1975	49	7.9	PAPUA NEW GUINEA	-6.59	155.054	NA	NA	NA	NA	NA
2079	1975	50	7.6	PHILIPPINES	12.54	125.993	1	NA	NA	NA	1
2081	1975	33	7.8	SAMOA	-16.265	-172.467	NA	NA	NA	NA	NA
2083	1976	33	8	NEW ZEALAND	-28.427	-177.657	NA	NA	NA	NA	NA
2084	1976	41	7	RUSSIA	44.915	149.123	NA	NA	NA	NA	NA
2085	1976	5	7.5	GUATEMALA	15.324	-89.101	NA	NA	76000	NA	23000
2086	1976	33	8	PHILIPPINES	6.292	124.09	6800	NA	10000	134	8000
2088	1977	33	7.6	SAMOA	-16.696	-172.095	NA	NA	NA	NA	NA
2089	1977	33	6.8	SOLOMON ISLANDS	-9.828	163.323	NA	NA	NA	NA	34
2090	1977	33	8.1	SOLOMON ISLANDS	-9.965	160.731	NA	NA	1	NA	18
2091	1977	65	7.2	TONGA	-22.878	-175.9	NA	NA	5	NA	1
2092	1977	25	8.3	INDONESIA	-11.164	118.378	189	NA	75	1.2	189
2096	1978	NA	6.6	JAPAN	34.809	139.259	NA	NA	129	NA	25
2097	1978	33	6.7	RUSSIA	44.026	149.002	NA	NA	NA	NA	NA
2099	1978	46	6.8	RUSSIA	44.209	148.971	NA	NA	NA	NA	NA
2101	1978	33	7.5	RUSSIA	44.932	148.439	NA	NA	NA	NA	NA
2103	1978	33	7.6	RUSSIA	44.244	148.862	NA	NA	NA	NA	NA
2105	1978	44	7.7	JAPAN	38.19	142.03	NA	NA	1000	NA	28
2106	1978	24	6.9	PHILIPPINES	8.249	122.403	NA	NA	NA	NA	NA
2108	1978	17	7.4	TAIWAN	22.282	121.512	NA	NA	NA	NA	NA
2110	1979	10	6.4	JAPAN	40.232	143.703	NA	NA	NA	NA	NA
2112	1979	49	7.6	MEXICO	17.813	-101.276	NA	NA	35	NA	5
2113	1979	10	6.9	MONTENEGRO	42.096	19.209	1	NA	1001	NA	131
2119	1979	5	7.9	INDONESIA	-1.679	136.04	100	NA	NA	NA	115
2122	1979	23	8.1	COLOMBIA	1.555	-79.276	600	NA	20000	8	600
2123	1980	44	7	RUSSIA	43.53	146.753	NA	NA	NA	NA	NA
2124	1980	15	6.2	JAPAN	34.808	139.181	NA	NA	7	NA	NA
2125	1980	33	7.9	SOLOMON ISLANDS	-12.525	165.916	NA	NA	NA	NA	NA
2126	1981	NA	6.9	JAPAN	38.64	142.75	NA	NA	NA	NA	NA
2128	1981	33	6.7	GREECE	38.222	22.934	NA	NA	400	NA	22
2130	1981	33	7.6	NEW ZEALAND	-48.786	164.357	NA	NA	NA	NA	NA
2131	1981	25	7.7	SAMOA	-14.96	-173.085	NA	NA	NA	NA	NA
2132	1981	28	7.3	MEXICO	18.084	-102.084	NA	NA	28	NA	3
2135	1982	44	6.9	JAPAN	42.158	142.361	NA	NA	100	NA	110
2136	1982	37	7.2	JAPAN	36.194	141.702	NA	NA	NA	NA	NA
2137	1982	33	7.5	TONGA	-24.133	-175.864	NA	NA	NA	NA	NA
2139	1982	22	6.4	JAPAN	33.826	139.434	NA	NA	NA	NA	NA
2140	1983	17	6.9	INDONESIA	-4.056	127.924	NA	NA	NA	NA	NA
2141	1983	89	7.9	PAPUA NEW GUINEA	-4.883	153.581	NA	NA	NA	NA	NA
2142	1983	24	7.8	JAPAN	40.462	139.102	100	NA	324	800	104
2144	1983	26	5.9	JAPAN	40.249	138.948	NA	NA	NA	NA	NA
2145	1983	10	6.9	JAPAN	41.346	139.099	NA	NA	NA	NA	NA
2147	1983	63	7.1	RUSSIA	55.867	161.287	NA	NA	NA	NA	NA
2148	1983	29	6.6	PHILIPPINES	18.231	120.86	NA	NA	47	NA	16
2149	1983	15	7.7	CHILE	-26.535	-70.563	NA	NA	12	NA	5
2150	1983	10	7.7	UK TERRITORY	-6.852	72.11	NA	NA	NA	NA	NA
2153	1984	44	7.2	RUSSIA	44.117	148.192	NA	NA	NA	NA	NA
2154	1984	41	5.5	JAPAN	31.448	140.036	NA	NA	NA	NA	NA
2155	1984	46	7	JAPAN	32.386	131.945	NA	NA	9	NA	NA
2156	1984	48	6.9	JAPAN	34.006	141.5	NA	NA	NA	NA	NA
2157	1984	33	6.8	RUSSIA	56.194	163.46	NA	NA	NA	NA	NA
2158	1985	33	8	CHILE	-33.132	-71.708	NA	NA	2575	NA	180
2159	1985	13	6.4	GUADELOUPE (FRENCH TERRITORY)	17.013	-62.448	NA	NA	6	NA	NA
2162	1985	28	8	MEXICO	18.19	-102.533	NA	NA	30000	NA	9500
2163	1985	31	7.6	MEXICO	17.802	-101.647	NA	NA	NA	NA	NA
2164	1986	31	8	USA	51.52	-174.776	NA	NA	NA	NA	NA
2166	1986	29	7.8	NEW ZEALAND	-28.117	-176.367	NA	NA	NA	NA	NA
2167	1987	48	6.7	JAPAN	36.988	141.689	NA	NA	NA	NA	NA
2168	1987	55	7.4	PAPUA NEW GUINEA	-6.088	147.689	NA	NA	NA	NA	3
2169	1987	62	7.6	CHILE	-24.388	-70.161	NA	NA	NA	NA	1
2170	1987	54	6.7	JAPAN	32.034	131.837	NA	NA	5	NA	2
2171	1987	23	5.1	JAPAN	37.447	137.865	NA	NA	NA	NA	NA
2173	1987	48	6.7	VANUATU	-14.074	167.828	NA	NA	NA	NA	NA
2174	1987	16	7.3	TONGA	-17.94	-172.225	NA	NA	NA	NA	NA
2175	1987	25	7	PAPUA NEW GUINEA	-7.288	154.371	NA	NA	NA	NA	NA
2176	1987	48	7.4	PAPUA NEW GUINEA	-6.266	149.06	NA	NA	NA	NA	NA
2177	1987	10	7.2	USA	58.586	-143.27	NA	NA	NA	NA	NA
2179	1987	10	7.9	USA	58.679	-142.786	NA	NA	NA	NA	NA
2180	1988	37	7.2	CHILE	-24.753	-70.433	NA	NA	NA	NA	NA
2181	1988	15	7.8	USA	57.262	-142.747	NA	NA	NA	NA	NA
2182	1988	53	5.4	PHILIPPINES	18.606	121.013	NA	NA	NA	NA	NA
2183	1988	53	6.8	PAPUA NEW GUINEA	-5.964	148.78	NA	NA	NA	NA	NA
2184	1988	36	7.6	SOLOMON ISLANDS	-10.258	160.896	1	NA	NA	NA	1
2185	1989	10	8.1	AUSTRALIA	-52.341	160.568	NA	NA	NA	NA	NA
2187	1989	11	7.1	USA	55.543	-156.835	NA	NA	NA	NA	NA
2188	1989	19	6.9	USA	37.036	-121.883	NA	NA	3757	NA	62
2189	1989	10	6.5	JAPAN	39.571	143.333	NA	NA	NA	NA	NA
2190	1989	29	7.4	JAPAN	39.837	142.76	NA	NA	NA	NA	NA
2191	1990	14	6.4	JAPAN	34.706	139.252	NA	NA	NA	NA	NA
2192	1990	20	7.3	COSTA RICA	9.907	-84.753	NA	NA	15	NA	NA
2194	1990	11	7.5	USA TERRITORY	15.125	147.596	NA	NA	NA	NA	NA
2196	1990	10	6.5	JAPAN	33.267	138.643	NA	NA	NA	NA	NA
2197	1990	11	5.3	ITALY	37.3	15.438	NA	NA	200	NA	19
2198	1990	10	6.3	TAIWAN	23.722	121.627	NA	NA	NA	NA	NA
2199	1991	10	6.9	SOLOMON ISLANDS	-9.929	159.139	NA	NA	NA	NA	NA
2200	1991	39	5.7	RUSSIA	48.268	154.328	NA	NA	NA	NA	NA
2201	1991	20	6.7	USA	58.427	-175.45	NA	NA	NA	NA	NA
2202	1991	10	7.6	COSTA RICA	9.685	-83.073	3	NA	895	NA	90
2205	1991	23	7.2	SOLOMON ISLANDS	-9.094	158.442	NA	NA	NA	NA	NA
2208	1992	15	7.2	USA	40.368	-124.316	NA	NA	98	NA	NA
2209	1992	33	7.3	PHILIPPINES	7.191	126.762	NA	NA	NA	NA	NA
2210	1992	19	7.1	SOLOMON ISLANDS	-11.122	165.239	NA	NA	NA	NA	NA
2211	1992	29	7	JAPAN	39.419	143.33	NA	NA	NA	NA	NA
2213	1992	30	7.6	NICARAGUA	11.5	-87.609	170	NA	489	30	170
2215	1993	11	6.3	JAPAN	37.634	137.245	NA	NA	NA	NA	NA
2218	1993	71	7.5	RUSSIA	51.218	157.829	NA	NA	NA	NA	NA
2219	1993	17	7.7	JAPAN	42.851	139.197	208	NA	233	1207	231
2220	1993	13	6.3	JAPAN	41.985	139.839	NA	NA	NA	NA	NA
2221	1993	59	7.8	USA TERRITORY	12.982	144.801	NA	NA	48	NA	NA
2222	1993	34	7	RUSSIA	51.934	158.647	NA	NA	NA	NA	NA
2223	1994	18	6.7	USA	34.213	-118.537	NA	NA	11846	NA	57
2224	1994	20	7	INDONESIA	1.015	127.733	NA	NA	300	NA	9
2226	1994	13	6.4	JAPAN	40.608	143.683	NA	NA	NA	NA	NA
2227	1994	18	7.8	INDONESIA	-10.477	112.835	238	NA	423	2.2	238
2228	1994	10	7	USA	40.402	-125.68	NA	NA	NA	NA	NA
2230	1994	14	8.3	RUSSIA	43.773	147.321	NA	NA	382	NA	11
2231	1994	17	6.8	INDONESIA	-1.258	127.98	1	NA	52	NA	1
2232	1994	33	7.3	RUSSIA	43.905	147.916	NA	NA	NA	NA	NA
2234	1994	32	7.1	PHILIPPINES	13.525	121.067	81	NA	225	3.7	81
2235	1994	27	7.8	JAPAN	40.525	143.419	NA	NA	200	NA	3
2236	1995	17	6.9	JAPAN	34.59	135.069	NA	NA	43792	NA	6434
2240	1995	21	7.4	SAMOA	-15.199	-173.529	NA	NA	NA	NA	NA
2241	1995	21	7.2	PHILIPPINES	12.059	125.58	NA	NA	NA	NA	NA
2242	1995	23	6.8	PHILIPPINES	12.047	125.92	NA	NA	NA	NA	NA
2246	1995	20	7.7	NEW CALEDONIA	-23.008	169.9	NA	NA	NA	NA	NA
2247	1995	11	7.1	RUSSIA	52.629	142.827	NA	NA	750	NA	1989
2249	1995	46	8	CHILE	-23.34	-70.294	NA	NA	58	0.131	3
2250	1995	30	7.7	PAPUA NEW GUINEA	-5.799	154.178	NA	NA	NA	NA	NA
2251	1995	23	7.4	MEXICO	16.779	-98.597	NA	NA	100	NA	3
2252	1995	33	8	MEXICO	19.055	-104.205	1	NA	200	NA	50
2253	1995	28	7.1	JAPAN	27.929	130.175	NA	NA	1	NA	NA
2255	1995	20	6.7	CHILE	-28.906	-71.417	NA	NA	NA	NA	NA
2256	1995	10	7.2	EGYPT	28.826	34.799	NA	NA	47	NA	11
2257	1995	33	7.9	RUSSIA	44.663	149.3	NA	NA	NA	NA	NA
2259	1996	24	7.9	INDONESIA	0.729	119.931	9	NA	63	1.2	9
2261	1996	10	7.5	PERU	-9.593	-79.587	12	NA	57	NA	12
2262	1996	21	7.1	MEXICO	15.978	-98.07	NA	NA	NA	NA	NA
2263	1996	33	7.9	USA	51.564	-177.632	NA	NA	NA	NA	NA
2264	1996	24	7.3	USA	51.478	-176.847	NA	NA	NA	NA	NA
