RespondentID	AgeYrs	Sex	NumHHChildren	LaborForceStatus	EmployedFTPT	MultipleJobs	TotalHrsWorked	WorkHoursVary	Industry	Occupation	EnrolledHSCollege	EnrolledFTPT	NonworkAloneMin	ChildcareMin	EldercareMin	FamilyMin	FriendsMin
20240302242151	67	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	775	0	0	0	0
20240302242156	68	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	245	0	0	540	0
20240302242157	25	Female	1	Employed - At Work	Part-time	No	29	No	Educational and health services	Service occupations	Not enrolled	NA	0	675	0	637	0
20240302242161	78	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	570	0	0	240	0
20240302242162	38	Male	3	Employed - At Work	Full-time	No	40	No	Leisure and hospitality	Management, professional, and related occupations	Not enrolled	NA	90	680	0	810	0
20240302242166	67	Female	0	Employed - At Work	Part-time	No	20	No	Agriculture, forestry, fishing, and hunting	Management, professional, and related occupations	NA	NA	315	0	0	90	0
20240302242175	52	Male	2	Employed - At Work	Full-time	No	50	No	Educational and health services	Management, professional, and related occupations	NA	NA	370	0	0	175	0
20240302242180	85	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	720	0	0	0	0
20240302242185	80	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	360	0	0	530	0
20240302242188	33	Female	0	Employed - At Work	Full-time	No	40	No	Information	Management, professional, and related occupations	Not enrolled	NA	175	0	0	130	0
20240302242189	70	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	565	0	0	200	0
20240302242199	50	Male	0	Employed - At Work	Full-time	No	40	No	Professional and business services	Management, professional, and related occupations	NA	NA	150	0	0	710	0
20240302242202	80	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	345	0	0	330	0
20240302242206	28	Female	3	Not in labor force	NA	NA	NA	NA	NA	NA	Not enrolled	NA	80	644	0	821	0
20240302242207	66	Female	0	Employed - At Work	Part-time	No	20	No	Leisure and hospitality	Service occupations	NA	NA	35	0	0	35	455
20240302242214	64	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	95	0	555	585	0
20240302242219	44	Male	2	Employed - At Work	Full-time	No	40	No	Manufacturing	Sales and office occupations	Not enrolled	NA	445	0	0	195	0
20240302242221	67	Female	0	Employed - At Work	Full-time	No	NA	Yes	Financial activities	Management, professional, and related occupations	NA	NA	230	0	0	0	0
20240302242222	54	Female	2	Employed - At Work	Part-time	No	6	No	Educational and health services	Service occupations	NA	NA	330	495	0	285	0
20240302242225	61	Female	0	Employed - At Work	Full-time	No	40	No	Construction	Construction and maintenance occupations	NA	NA	200	0	0	0	0
20240302242229	49	Female	0	Employed - At Work	Full-time	No	50	No	Educational and health services	Management, professional, and related occupations	Not enrolled	NA	380	0	0	220	0
20240302242230	69	Male	1	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	532	429	0	398	0
20240302242234	35	Female	2	Employed - At Work	Full-time	Yes	63	No	Educational and health services	Management, professional, and related occupations	Not enrolled	NA	105	525	0	570	0
20240302242237	55	Male	0	Employed - At Work	Full-time	No	40	No	Manufacturing	Production, transportation, and material moving occupations	NA	NA	107	0	920	620	0
20240302242238	51	Female	1	Employed - At Work	Full-time	No	40	No	Educational and health services	Management, professional, and related occupations	NA	NA	210	0	0	360	195
20240302242240	63	Female	0	Employed - At Work	Full-time	No	35	No	Other services	Production, transportation, and material moving occupations	NA	NA	355	0	0	105	0
20240302242252	44	Male	0	Employed - At Work	Part-time	Yes	NA	Yes	Information	Management, professional, and related occupations	Not enrolled	NA	235	0	0	0	0
20240302242255	66	Male	0	Employed - At Work	Full-time	No	40	No	Financial activities	Management, professional, and related occupations	NA	NA	390	0	0	0	0
20240302242260	66	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	360	0	0	600	0
20240302242264	49	Female	1	Not in labor force	NA	NA	NA	NA	NA	NA	Not enrolled	NA	495	0	0	415	0
20240302242268	70	Female	0	Employed - At Work	Full-time	No	40	No	Wholesale and retail trade	Sales and office occupations	NA	NA	105	0	0	555	0
20240302242271	80	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	191	0	0	639	154
20240302242275	37	Male	1	Employed - At Work	Full-time	No	40	No	Manufacturing	Production, transportation, and material moving occupations	Not enrolled	NA	140	0	0	150	0
20240302242276	39	Female	0	Employed - At Work	Part-time	No	34	No	Wholesale and retail trade	Service occupations	Not enrolled	NA	460	0	0	210	0
20240302242284	75	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	150	0	0	780	0
20240302242288	73	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	723	0	0	0	0
20240302242292	76	Female	1	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	300	0	0	390	0
20240302242296	63	Female	0	Employed - At Work	Full-time	No	40	No	Professional and business services	Sales and office occupations	NA	NA	410	0	0	520	0
20240302242297	70	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	805	0	0	0	0
20240302242298	53	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	820	0	0	0	0
20240302242317	78	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	800	0
20240302242322	77	Female	0	Employed - At Work	Full-time	No	40	No	Public administration	Sales and office occupations	NA	NA	750	0	0	0	0
20240302242324	29	Male	0	Employed - At Work	Full-time	No	40	No	Manufacturing	Management, professional, and related occupations	Not enrolled	NA	260	480	0	435	0
20240302242325	37	Female	2	Not in labor force	NA	NA	NA	NA	NA	NA	Not enrolled	NA	655	720	0	45	0
20240302242329	45	Female	2	Employed - At Work	Part-time	No	30	No	Educational and health services	Sales and office occupations	Not enrolled	NA	395	840	0	115	0
20240302242333	46	Female	3	Employed - At Work	Full-time	No	40	No	Educational and health services	Management, professional, and related occupations	Not enrolled	NA	280	760	0	480	0
20240302242336	38	Female	0	Employed - At Work	Full-time	No	40	No	Financial activities	Sales and office occupations	Not enrolled	NA	145	0	0	330	0
20240302242337	36	Female	2	Employed - At Work	Full-time	No	40	No	Wholesale and retail trade	Production, transportation, and material moving occupations	Not enrolled	NA	525	335	0	0	0
20240302242345	37	Male	5	Employed - At Work	Full-time	No	45	No	Professional and business services	Management, professional, and related occupations	Not enrolled	NA	0	600	0	780	0
20240302242348	77	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	960	0	0	0	0
20240302242349	64	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	1245	0	0	0	0
20240302242350	40	Female	1	Employed - At Work	Full-time	No	NA	Yes	Educational and health services	Management, professional, and related occupations	Not enrolled	NA	40	0	0	50	0
20240302242354	76	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	74	0	0	558	0
20240302242357	64	Female	0	Employed - At Work	Full-time	No	50	No	Financial activities	Sales and office occupations	NA	NA	340	0	0	420	175
20240302242362	71	Female	0	Employed - At Work	Part-time	No	12	No	Professional and business services	Management, professional, and related occupations	NA	NA	930	0	0	0	0
20240302242363	43	Female	1	Employed - At Work	Full-time	No	45	No	Public administration	Management, professional, and related occupations	Not enrolled	NA	240	0	0	510	0
20240302242371	40	Male	3	Employed - At Work	Full-time	Yes	42	No	Professional and business services	Management, professional, and related occupations	Not enrolled	NA	95	810	0	820	0
20240303240045	29	Male	0	Employed - At Work	Full-time	No	60	No	Public administration	Management, professional, and related occupations	Not enrolled	NA	930	0	0	0	0
20240303240058	31	Male	0	Employed - At Work	Full-time	No	40	No	Information	Management, professional, and related occupations	Not enrolled	NA	70	0	0	540	0
20240303240097	17	Female	2	Employed - At Work	Part-time	No	10	No	Wholesale and retail trade	Sales and office occupations	High school	Full-time	160	0	0	330	0
20240303240125	23	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	College	Full-time	660	0	0	0	90
20240303240129	25	Female	2	Employed - At Work	Part-time	No	15	No	Wholesale and retail trade	Sales and office occupations	Not enrolled	NA	50	432	825	685	0
20240303240181	22	Female	2	Not in labor force	NA	NA	NA	NA	NA	NA	College	Full-time	150	0	0	220	0
20240303240182	22	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	College	Full-time	430	0	0	0	105
20240303240189	25	Male	0	Employed - At Work	Full-time	No	39	No	Professional and business services	Service occupations	Not enrolled	NA	260	0	0	250	0
20240303240222	17	Female	1	Not in labor force	NA	NA	NA	NA	NA	NA	High school	Full-time	11	0	0	1037	0
20240303240245	21	Male	0	Employed - At Work	Full-time	No	36	No	Information	Sales and office occupations	College	Full-time	290	0	0	55	0
20240303240310	23	Female	0	Employed - At Work	Part-time	Yes	9	No	Other services	Sales and office occupations	Not enrolled	NA	160	0	0	420	0
20240303240333	16	Female	1	Not in labor force	NA	NA	NA	NA	NA	NA	High school	Full-time	65	0	0	362	0
20240303240518	33	Male	0	Employed - At Work	Full-time	Yes	48	No	Financial activities	Management, professional, and related occupations	Not enrolled	NA	0	0	0	705	0
20240303240536	74	Male	0	Employed - At Work	Part-time	No	24	No	Leisure and hospitality	Management, professional, and related occupations	NA	NA	360	0	0	450	0
20240303240620	85	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	675	0	0	0	0
20240303240629	46	Male	0	Employed - At Work	Full-time	No	70	No	Leisure and hospitality	Management, professional, and related occupations	Not enrolled	NA	530	0	0	0	0
20240303240631	80	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	265	0	0	660	0
20240303240646	46	Female	1	Not in labor force	NA	NA	NA	NA	NA	NA	Not enrolled	NA	263	0	0	797	0
20240303240647	66	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	870	0
20240303240649	50	Female	0	Employed - At Work	Full-time	No	45	No	Financial activities	Management, professional, and related occupations	NA	NA	0	0	0	255	0
20240303240724	35	Male	1	Employed - At Work	Full-time	No	38	No	Information	Management, professional, and related occupations	Not enrolled	NA	0	525	0	755	0
20240303240726	31	Male	0	Employed - At Work	Full-time	No	55	No	Transportation and utilities	Production, transportation, and material moving occupations	Not enrolled	NA	930	0	0	0	0
20240303240736	60	Female	0	Employed - At Work	Full-time	Yes	NA	Yes	Professional and business services	Management, professional, and related occupations	NA	NA	86	0	58	345	0
20240303240800	47	Female	0	Employed - At Work	Full-time	No	36	No	Educational and health services	Management, professional, and related occupations	Not enrolled	NA	865	0	0	0	0
20240303240802	68	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	45	0	0	735	0
20240303240803	64	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	11	0	262	882	0
20240303240810	70	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	921	0	0	0	0
20240303240828	62	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	930	0	0	0	0
20240303240853	49	Male	0	Employed - At Work	Full-time	No	45	No	Construction	Construction and maintenance occupations	Not enrolled	NA	30	0	0	230	0
20240303240899	30	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	Not enrolled	NA	650	0	0	0	210
20240303241007	38	Male	0	Employed - At Work	Full-time	Yes	70	No	Manufacturing	Management, professional, and related occupations	Not enrolled	NA	340	0	0	0	0
20240303241015	30	Male	0	Employed - At Work	Full-time	No	40	No	Information	Management, professional, and related occupations	Not enrolled	NA	0	0	0	620	180
20240303241030	62	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	120	0	0	765	0
20240303241055	54	Female	1	Employed - At Work	Full-time	No	40	No	Educational and health services	Management, professional, and related occupations	NA	NA	325	0	295	665	0
20240303241083	31	Male	1	Employed - At Work	Full-time	No	40	No	Financial activities	Sales and office occupations	Not enrolled	NA	60	120	0	190	0
20240303241119	46	Male	2	Employed - At Work	Full-time	No	70	No	Financial activities	Management, professional, and related occupations	Not enrolled	NA	210	0	0	60	0
20240303241158	58	Female	0	Employed - At Work	Full-time	No	NA	Yes	Educational and health services	Construction and maintenance occupations	NA	NA	0	0	0	675	0
20240303241178	39	Female	1	Employed - At Work	Full-time	No	40	No	Educational and health services	Sales and office occupations	College	Full-time	355	393	0	530	0
20240303241184	28	Male	0	Employed - At Work	Full-time	No	35	No	Educational and health services	Management, professional, and related occupations	College	Full-time	0	0	0	585	90
20240303241189	80	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	170	0	0	505	0
20240303241204	61	Female	0	Employed - At Work	Full-time	No	45	No	Financial activities	Management, professional, and related occupations	NA	NA	449	0	0	393	0
20240303241208	49	Female	2	Employed - At Work	Full-time	No	55	No	Financial activities	Management, professional, and related occupations	Not enrolled	NA	95	0	0	13	0
20240303241270	59	Female	0	Employed - At Work	Full-time	No	40	No	Wholesale and retail trade	Production, transportation, and material moving occupations	NA	NA	215	0	0	100	0
20240303241298	45	Male	0	Employed - At Work	Full-time	No	37	No	Construction	Management, professional, and related occupations	Not enrolled	NA	162	0	0	650	618
20240303241300	67	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	45	0	0	825	435
20240303241309	61	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	520	0	0	0	420
20240303241320	57	Male	0	Employed - At Work	Part-time	No	24	No	Construction	Production, transportation, and material moving occupations	NA	NA	630	0	0	0	0
20240303241350	49	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	Not enrolled	NA	825	0	0	180	0
20240303241359	80	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	990	0	0	0	0
20240303241364	47	Female	0	Employed - At Work	Full-time	No	40	No	Public administration	Management, professional, and related occupations	Not enrolled	NA	255	0	0	135	0
20240303241371	28	Male	0	Employed - At Work	Part-time	No	24	No	Transportation and utilities	Sales and office occupations	Not enrolled	NA	540	0	0	0	0
20240303241465	75	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	380	0	0	415	0
20240303241478	75	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	513	0	0	185	262
20240303241482	69	Male	0	Employed - At Work	Part-time	No	0	No	Wholesale and retail trade	Production, transportation, and material moving occupations	NA	NA	870	0	0	0	95
20240303241484	74	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	810	0	0	15	0
20240303241489	75	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	975	0	0	0	0
20240303241490	35	Female	0	Employed - At Work	Full-time	No	45	No	Professional and business services	Management, professional, and related occupations	Not enrolled	NA	541	0	0	0	0
20240303241495	80	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	425	0	0	0	0
20240303241501	66	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	157	0	0	583	60
20240303241512	34	Male	3	Employed - At Work	Full-time	No	40	No	Wholesale and retail trade	Sales and office occupations	Not enrolled	NA	190	775	0	705	0
20240303241573	80	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	820	0
20240303241580	45	Female	1	Not in labor force	NA	NA	NA	NA	NA	NA	Not enrolled	NA	0	0	0	1175	0
20240303241620	68	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	521	0	0	339	0
20240303241622	67	Female	1	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	222	618	0	544	0
20240303241682	78	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	150	0	0	665	0
20240303241713	50	Male	2	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	585	142	0	174	0
20240303241770	33	Male	1	Employed - At Work	Full-time	No	50	No	Transportation and utilities	Management, professional, and related occupations	Not enrolled	NA	50	45	0	105	0
20240303241805	48	Female	1	Not in labor force	NA	NA	NA	NA	NA	NA	Not enrolled	NA	240	755	0	665	210
20240303241817	77	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	1020	0	0	0	0
20240303241844	80	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	335	0	0	0	292
20240303241859	42	Male	0	Employed - At Work	Full-time	No	50	No	Construction	Construction and maintenance occupations	Not enrolled	NA	453	0	0	0	0
20240303241873	64	Female	0	Employed - At Work	Full-time	No	84	No	Other services	Service occupations	NA	NA	270	0	0	240	0
20240303241897	64	Female	0	Employed - At Work	Full-time	No	36	No	Educational and health services	Production, transportation, and material moving occupations	NA	NA	60	0	0	480	0
20240303241912	64	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	45	0	0	750	0
20240303241924	57	Female	0	Employed - At Work	Full-time	No	40	No	Financial activities	Sales and office occupations	NA	NA	417	0	0	0	0
20240303241933	45	Female	2	Employed - At Work	Full-time	No	40	No	Professional and business services	Management, professional, and related occupations	Not enrolled	NA	250	550	0	575	0
20240303241940	76	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	388	0	0	512	0
20240303241960	37	Female	0	Employed - At Work	Full-time	No	36	No	Educational and health services	Management, professional, and related occupations	Not enrolled	NA	290	0	0	295	0
20240303241964	85	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	650	0	130	0	150
20240303241971	55	Male	0	Employed - At Work	Full-time	No	55	No	Financial activities	Management, professional, and related occupations	NA	NA	468	0	0	0	0
20240303241973	63	Male	0	Employed - At Work	Full-time	No	50	No	Professional and business services	Management, professional, and related occupations	NA	NA	0	0	0	480	0
20240303241991	46	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	Not enrolled	NA	1080	0	0	0	0
20240303242018	80	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	805	0	0	90	0
20240303242025	69	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	604	0	0	333	0
20240303242031	47	Male	0	Employed - At Work	Full-time	No	40	No	Transportation and utilities	Production, transportation, and material moving occupations	Not enrolled	NA	30	0	0	780	0
20240303242043	75	Male	0	Employed - At Work	Part-time	No	12	No	Professional and business services	Management, professional, and related occupations	NA	NA	185	0	0	805	0
20240303242068	77	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	75	0	0	885	0
20240303242079	79	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	490	0	0	45	175
20240303242126	34	Male	0	Employed - At Work	Full-time	No	40	No	Professional and business services	Service occupations	Not enrolled	NA	270	0	0	420	0
20240303242212	64	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	615	0	0	194	0
20240303242231	67	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	270	0	0	570	225
20240303242241	72	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	660	0	0	0	0
20240303242253	69	Female	0	Employed - At Work	Part-time	No	20	No	Leisure and hospitality	Management, professional, and related occupations	NA	NA	330	0	0	615	0
20240303242278	30	Male	0	Employed - At Work	Full-time	No	40	No	Professional and business services	Management, professional, and related occupations	Not enrolled	NA	558	0	90	0	0
20240303242285	54	Male	0	Employed - At Work	Full-time	No	40	No	Public administration	Management, professional, and related occupations	NA	NA	0	0	0	660	300
20240303242320	60	Female	0	Employed - At Work	Full-time	No	40	No	Educational and health services	Sales and office occupations	NA	NA	295	0	0	35	0
20240303242334	79	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	50	0	0	900	0
20240303242338	69	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	675	0
20240312230130	19	Female	2	Employed - At Work	Full-time	No	50	No	Leisure and hospitality	Management, professional, and related occupations	College	Part-time	220	0	0	180	0
20240312230139	16	Male	2	Employed - At Work	Part-time	No	16	No	Wholesale and retail trade	Service occupations	High school	Full-time	540	0	0	0	0
20240312230676	33	Female	2	Not in labor force	NA	NA	NA	NA	NA	NA	Not enrolled	NA	0	0	0	270	505
20240312230721	58	Female	0	Employed - At Work	Part-time	No	32	No	Educational and health services	Sales and office occupations	NA	NA	220	0	0	60	0
20240312230786	36	Female	2	Employed - At Work	Full-time	No	40	No	Educational and health services	Management, professional, and related occupations	Not enrolled	NA	110	810	0	595	0
20240312230877	66	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	535	0	0	0	0
20240312230941	61	Female	0	Employed - At Work	Full-time	No	50	No	Educational and health services	Management, professional, and related occupations	NA	NA	416	0	0	514	0
20240312230993	42	Male	1	Not in labor force	NA	NA	NA	NA	NA	NA	Not enrolled	NA	0	0	0	760	0
20240312231064	62	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	450	0	0	630	0
20240312231300	41	Male	3	Employed - At Work	Full-time	Yes	70	No	Professional and business services	Management, professional, and related occupations	Not enrolled	NA	0	0	0	840	0
20240312231805	46	Female	0	Employed - At Work	Full-time	No	40	No	Transportation and utilities	Management, professional, and related occupations	Not enrolled	NA	295	0	0	120	340
20240312231810	68	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	385	0	455	300	0
20240312232207	31	Male	0	Employed - At Work	Full-time	No	40	No	Public administration	Service occupations	Not enrolled	NA	440	0	0	145	0
20240401240793	72	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	720	0	0	0	0
20240401241827	55	Male	1	Employed - At Work	Full-time	No	60	No	Wholesale and retail trade	Production, transportation, and material moving occupations	NA	NA	10	0	0	200	0
20240401242134	73	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	135	0	0	525	225
20240401242214	62	Female	0	Employed - At Work	Full-time	No	NA	Yes	Professional and business services	Sales and office occupations	NA	NA	900	0	0	0	0
20240402240103	24	Male	0	Employed - At Work	Full-time	No	40	No	Manufacturing	Production, transportation, and material moving occupations	Not enrolled	NA	0	0	0	0	0
20240402240150	24	Female	0	Employed - At Work	Full-time	No	35	No	Public administration	Management, professional, and related occupations	Not enrolled	NA	115	0	0	60	585
20240402240165	18	Female	1	Employed - At Work	Part-time	No	16	No	Leisure and hospitality	Service occupations	High school	Full-time	1378	0	0	0	0
20240402240170	15	Female	3	Not in labor force	NA	NA	NA	NA	NA	NA	High school	Full-time	200	0	0	451	0
20240402240175	17	Female	3	Employed - At Work	Part-time	No	28	No	Leisure and hospitality	Service occupations	High school	Full-time	100	0	0	150	0
20240402240176	22	Female	2	Not in labor force	NA	NA	NA	NA	NA	NA	College	Full-time	240	0	0	450	0
20240402240219	22	Male	0	Unemployed - Looking	NA	NA	NA	NA	NA	NA	Not enrolled	NA	400	0	0	0	320
20240402240246	16	Male	2	Unemployed - Looking	NA	NA	NA	NA	NA	NA	High school	Full-time	164	0	0	50	320
20240402240254	22	Female	0	Employed - At Work	Full-time	No	40	No	Manufacturing	Production, transportation, and material moving occupations	Not enrolled	NA	325	0	0	0	0
20240402240255	24	Male	0	Employed - At Work	Full-time	No	40	No	Public administration	Management, professional, and related occupations	Not enrolled	NA	870	0	0	0	0
20240402240263	23	Male	0	Employed - At Work	Full-time	No	40	No	Financial activities	Management, professional, and related occupations	Not enrolled	NA	350	0	0	50	300
20240402240271	16	Female	2	Not in labor force	NA	NA	NA	NA	NA	NA	High school	Full-time	180	0	0	0	0
20240402240292	25	Female	1	Employed - Absent	Full-time	Yes	60	No	Educational and health services	Service occupations	Not enrolled	NA	57	0	0	145	0
20240402240307	22	Male	0	Unemployed - Looking	NA	NA	NA	NA	NA	NA	College	Full-time	405	0	0	405	0
20240402240502	33	Male	2	Employed - At Work	Part-time	No	30	No	Leisure and hospitality	Service occupations	Not enrolled	NA	60	178	0	855	0
20240402240527	40	Male	3	Employed - At Work	Full-time	No	40	No	Transportation and utilities	Sales and office occupations	Not enrolled	NA	40	170	0	195	0
20240402240541	48	Male	0	Employed - At Work	Full-time	No	40	No	Manufacturing	Production, transportation, and material moving occupations	Not enrolled	NA	135	0	0	0	690
20240402240556	32	Female	3	Not in labor force	NA	NA	NA	NA	NA	NA	Not enrolled	NA	240	660	0	270	0
20240402240560	57	Female	0	Employed - At Work	Full-time	No	40	No	Construction	Sales and office occupations	NA	NA	0	0	0	850	0
20240402240565	45	Male	0	Employed - At Work	Part-time	No	11	No	Transportation and utilities	Production, transportation, and material moving occupations	Not enrolled	NA	274	0	22	0	0
20240402240571	59	Male	0	Employed - At Work	Full-time	No	40	No	Wholesale and retail trade	Production, transportation, and material moving occupations	NA	NA	245	0	0	0	350
20240402240595	51	Female	0	Employed - At Work	Full-time	No	40	No	Educational and health services	Service occupations	NA	NA	395	0	0	490	0
20240402240609	43	Female	0	Employed - At Work	Full-time	No	60	No	Leisure and hospitality	Management, professional, and related occupations	Not enrolled	NA	420	0	0	0	0
20240402240626	53	Female	0	Employed - At Work	Full-time	No	40	No	Construction	Management, professional, and related occupations	NA	NA	320	0	0	30	240
20240402240632	34	Male	0	Employed - At Work	Full-time	No	45	No	Leisure and hospitality	Service occupations	Not enrolled	NA	230	0	0	0	0
20240402240707	79	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	495	0	0	0	360
20240402240709	71	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	930	0	0	0	0
20240402240715	40	Male	3	Employed - At Work	Full-time	No	40	No	Construction	Construction and maintenance occupations	Not enrolled	NA	30	345	0	780	0
20240402240745	71	Male	0	Unemployed - On Layoff	NA	NA	NA	NA	NA	NA	NA	NA	780	0	0	0	0
20240402240748	38	Male	1	Employed - At Work	Full-time	No	55	No	Construction	Construction and maintenance occupations	Not enrolled	NA	160	105	0	45	0
20240402240771	54	Female	0	Employed - At Work	Full-time	No	40	No	Manufacturing	Sales and office occupations	NA	NA	140	0	0	250	0
20240402240784	71	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	610	0	0	150	0
20240402240789	74	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	100	0	0	740	0
20240402240803	71	Male	0	Employed - At Work	Part-time	No	10	No	Professional and business services	Management, professional, and related occupations	NA	NA	715	0	345	0	0
20240402240825	69	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	500	0	0	250	0
20240402240828	62	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	515	0	0	405	0
20240402240829	61	Male	0	Employed - At Work	Part-time	No	NA	Yes	Educational and health services	Management, professional, and related occupations	NA	NA	860	0	0	0	0
20240402240887	36	Female	2	Not in labor force	NA	NA	NA	NA	NA	NA	Not enrolled	NA	165	440	0	620	0
20240402240905	27	Female	2	Employed - At Work	Full-time	No	36	No	Educational and health services	Service occupations	Not enrolled	NA	188	667	0	459	0
20240402240916	80	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	506	0	0	689	0
20240402240919	66	Male	0	Employed - At Work	Part-time	No	15	No	Educational and health services	Production, transportation, and material moving occupations	NA	NA	85	0	0	720	0
20240402240921	69	Male	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	120	0	0	780	0
20240402240939	76	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	731	0	0	49	285
20240402241022	67	Female	0	Employed - At Work	Part-time	No	8	No	Educational and health services	Service occupations	NA	NA	0	0	0	780	0
20240402241033	61	Female	0	Employed - At Work	Full-time	No	40	No	Professional and business services	Management, professional, and related occupations	NA	NA	85	0	0	725	0
20240402241052	64	Female	0	Not in labor force	NA	NA	NA	NA	NA	NA	NA	NA	670	0	0	195	0
20240402241066	51	Female	0	Employed - At Work	Full-time	No	50	No	Public administration	Sales and office occupations	NA	NA	900	0	0	0	0
20240402241069	59	Male	0	Employed - At Work	Full-time	No	40	No	Transportation and utilities	Production, transportation, and material moving occupations	NA	NA	224	0	0	276	300
20240402241146	59	Female	1	Employed - At Work	Full-time	Yes	45	No	Financial activities	Management, professional, and related occupations	NA	NA	540	0	0	240	0
